product_name,category,discounted_price,actual_price,discount_percentage,about_product,img_link,category_json
Firestick Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$17.21,$48.01,64%,"Compatible For Amazon Fire TV Stick (3rd Gen, 2021) | Compatible For Amazon Fire TV Stick Lite | Compatible For Amazon Fire TV Stick (2nd Gen) | Compatible For Amazon Fire TV Stick 4K | Compatible For Amazon Fire TV Stick 4K Max streaming device | Compatible For Amazon Fire TV Stick Plus (2021)|This is voice remote control, you need to pair it first before you use, and below is pairing steps: Press the Home button about 8-30 seconds until the LED starts to rapidly flash amber, then the remote should automatically pair with your device.|With standard navigation and playback controls, you can quickly skip to your favorite scenes.|Alexa funtion make it easily to find, launch and control all existing content you want, such as play music, view sports scores, check the weather, see live camera feeds, and control compatible smart home devices.",https://m.media-amazon.com/images/I/31C4z2M8TiL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$87.62,$229.59,62%,Resolution: Full HD (1920 x 1080) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box | Blu Ray players | gaming console | 2 USB ports to connect hard drives and other USB devices|Sound output: 30 Watts Output | Dolby Audio|Smart TV Features: Built|in Wi|Fi | Netflix | Google Play Store | YouTube | Chrome cast | Media center | with Google Voice Assistant | Android 9.O Based OS|Display: A+ Grade Panel | Micro Dimming | True Color | View Angle: 178 degree | 2K HDR10 | 16.7 Million(8bit)|Warranty Information: 1 Year warranty provided by Skywall from date of purchase.|Installation: Brand will contact for installation for this product once delivered. Contact brand Support for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects | damage or features not matching the description provided.,https://m.media-amazon.com/images/I/41M9BBMSUdL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$360.13,$480.18,25%,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | Decoding of HDR10+ HDR10, HLG | 1 billion colors | Gamma Engine with MEMC|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51ovMTXv9RL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$336.12,$492.08,32%,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41imW51RweL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$372.03,$635.05,41%,"Resolution : Crystal 4K UHD (3840x2160) resolution | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice",https://m.media-amazon.com/images/I/41RVzq6GiIL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$300.11,$384.14,22%,"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 20 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Latest Android TV 11, OnePlus Connect Ecosystem, Google Assistant, Chromecast, Miracast, DLNA, Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | LED Panel | Anti-Aliasing | Gamma Engine | Decoding of HDR10+, HDR10, HLG|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation",https://m.media-amazon.com/images/I/51F6FClq10L._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$227.97,$492.08,54%,"Resolution: Full HD (1920 x 1080) | Refresh Rate: 60 Hertz|Connectivity: 2 HDMI Ports to connect set top box, Blu Ray players, gaming console | 1 USB Ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Powerful 2 Stero Integrated Speaker Boxes with Dolby Audio|Smart TV Features: AI-IN | Built-in WiFi | Android R (Certified by Google) | Built-in Chromecast | 64 bit Quad Core Processor | Prime video | Youtube | Netflix | Voice Search | 1 GB RAM + 8 GB ROM|Display: Slim Design | A+ Grade Panel | Micro Dimming | View Angle : 178 degree | HDR|Warranty Information: 2 year comprehensive warranty provided by the manufacturer from date of purchase|Installation: For Installation, Wall Mounting, Demo Of This Product Once Delivered, Directly Contact Brand Support (Visit Brand website for Toll free numebrs) and Provide Product's Model Name And Seller's Details Mentioned On Your Invoice. The Service Center Will Allot You A Convenient Slot For The Service",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41mMrtrwgyL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$2.99,$9.59,69%,Compatible with MI Smart TV 4A 32 inch LED TV /Mi 4A 43 inch LED TV | Mi LED Smart TV 4A (32 inch/43 inch) Mi Smart Android LED TV|100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by MI|Please Match the Image with Your Existing Remote Before Placing the Order,https://m.media-amazon.com/images/I/21PB1kWQWdL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$4.19,$18.00,77%,"【Compatibility】: Specially Designed for Fire TV Stick All New Alexa Voice Remote Control (3rd Gen)(2021 Release). (REMOTE NOT INCLUDED)|【3 Meters Shockproof】: Durable Silicone Material can protect your remote from 3 meters high drop, effectively protects your remote from daily impact and unwanted dust and scratches.|【Perfect Fit】: The slim and form-fitted design of the case fully protects your Fire TV Remote with minimal bulk.|【Accessibility】: Revised with precision cut-outs to ensure full access to all ports, buttons, and features of your Fire TV Stick 3rd Gen 2021 All New Alexa Voice Remote.|【Remote Loop】: An included wrist strap is provided that helps prevent accidental drops or releases when using the remote with motion controls.",https://m.media-amazon.com/images/I/41pA1xo-mIL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All Samsung LED/LCD TV Model No :- BN59-607A (Please Match The Image with Your Old Remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$3.59,$10.79,67%,Compatible Device For Samsung LED/LCD Remote Control Works With All Samsung LED/LCD TV Model No :- BN59-607A|100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by Samsung,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41UJEnTJpVL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$264.09,$360.13,27%,"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : Full HD (1920 x 1080) Resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual Band Wi-Fi | 2 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | ARC | Bluetooth 5.0 | Ethernet|Sound: 24 Watts Output | Dolby Audio, DTS:X, DTS Virtual: X|Smart TV Features : Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe – 15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A55 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1.5 GB RAM + 8GB Storage|Display: Full HD | Vivid Picture Engine|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GTMteNtdL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google TV 55GloLED (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$456.17,$780.31,42%,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blue Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | 2.4/5GHz WiFi | HDMI CEC & eARC/ARC | Bluetooth 5.1|Sound : 104 Watt DJ Sound | Built-in Subwoofer | Dolby Atmos | Full range 4 Speaker | 1 Subwoofer | Surround Sound | Bass Boost|Smart TV Features : Google TV | Watchlist | Kids Mode | Google play store | Handsfree Mic | ActiVoice Remote Control | Hotkeys on Remote Control | Chromecast Built-In|Display : 4K Glo PanelI94% NTSC Color VolumeIDolby Vision IQIHDR10+IHLGIAI PQ EngineIDynamic Backlight ControlIAmbient Light SensorIMEMCIMotion EnhancementIDigital Noise ReductionIActive ContrastIAdvanced Cricket ModeICinema Mode IVRRIALLMIGame ModeIResolution 3840 x 2160|Warranty Information: 1-year warranty provided by the manufacturer from date of purchase|Installation/Wall mounting/Demo will be arranged by AHS Team. For any other information, please contact VU support (Please visit brand website for tollfree numbers) and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/I/41pdZIhY+gL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
